Id,Fen,Moves,Rating,RatingDeviation
DlLeG,k4Q2/pp6/6pb/5p1p/PP2p3/2q1P2P/6P1/3R1RK1 b - - 0 31,h6f8 d1d8 c3c8 d8c8,600,98
DlLjd,6k1/1p3ppp/1P1rp3/R2p4/P7/8/5PPP/4K3 b - - 0 38,d6b6 a5a8,600,105
Dlg3E,8/1pkr4/2p1Q3/4R3/1P6/8/5PPP/6K1 w - - 3 39,e5f5 d7d1 e6e1 d1e1,600,105
DlxL5,3r4/8/3r4/3b2kp/3R4/7P/1P4P1/3R2K1 w - - 0 35,d4d5 d6d5 d1d5 d8d5,600,86
DmEH5,7k/p6p/1p2nPp1/4K3/5r1P/2R5/8/8 b - - 4 39,f4h4 c3c8 e6f8 c8f8,600,84
Dn12l,4r1k1/p4p1p/4pPp1/8/5q2/7P/1rBR4/3Q3K b - - 1 37,e8b8 d2d8 b8d8 d1d8,600,84
Dn9ZM,5rk1/pp4pp/5p2/3r4/5B2/5P2/PPR1RbPP/7K w - - 0 21,e2f2 d5d1 f2f1 d1f1,600,106
DnjM8,4r1k1/p4ppp/1p2r3/8/1Q4P1/3R4/P5PP/2R1q2K w - - 1 36,c1e1 e6e1 b4e1 e8e1,600,98
DnqyV,r5r1/pp3R2/3kp3/3p3p/3P3q/2P2Qp1/P3B1P1/R5K1 w - - 2 30,g1f1 h4h1,600,97
Do7qE,6k1/1p3ppp/p7/3r4/8/P6P/1P3PP1/2R3K1 b - - 1 22,d5d7 c1c8 d7d8 c8d8,600,92
Doo4O,3r2k1/p4p1p/1p1qp1p1/2p5/4P3/6P1/PPP1QP1P/5RK1 w - - 0 23,f1d1 d6d1 e2d1 d8d1,600,92
DouKl,4r1k1/4qp2/p5p1/3r3b/4P2Q/1P3pP1/P4P1P/3RR1K1 w - - 0 38,e4d5 e7e1 d1e1 e8e1,600,106
Dovq4,2r3k1/2r3p1/2q4p/4P1p1/1p4P1/3p3P/PP1Q1R2/1K3R2 w - - 0 39,d2d3 c6c1 f1c1 c7c1,600,86
Dp8yn,3r2k1/5p1p/p3pQp1/q1p5/8/2P5/1P2RPPP/R5K1 w - - 0 28,a1a5 d8d1 e2e1 d1e1,600,105
DpH7x,1r4k1/4Rppp/p1p5/P1p5/1rbp4/8/5PPP/4R1K1 b - - 1 32,c4d5 e7e8 b8e8 e1e8,600,84
Dpg6K,4r1k1/1br1np2/5B1p/p4Rp1/P3p3/1BP4P/2P3P1/3R2K1 w - - 6 27,b3f7 g8f7 f6e7 f7e7,600,99
Dpj8E,6k1/2p1rppp/3Q4/rp1P4/8/8/P4PPP/R1R3K1 b - - 0 24,c7d6 c1c8 e7e8 c8e8,600,103
Dr01p,3r1Q1k/p5pp/1p6/2q5/3r4/1P4PP/5RP1/5RK1 b - - 2 37,d8f8 f2f8 c5f8 f1f8,600,102
DrDa5,3r1rk1/p3n1pp/2p2b2/2P1p3/4R3/Pq4Q1/P4PPP/R1B3K1 w - - 0 24,a2b3 d8d1 e4e1 d1e1,600,87
DrfIo,8/q6p/1k6/5Q2/8/8/2P2PPP/4R1K1 w - - 3 40,e1e5 a7a1 e5e1 a1e1,600,107
DsLv4,4r1k1/2p2p2/p6p/1p4p1/8/2P1q1P1/P1P2NPP/1Q1Rq1K1 w - - 0 28,d1e1 e3e1 b1e1 e8e1,600,114
Dsjgk,3r4/p3r1p1/b6k/7p/8/1B6/PPP2PPP/4R1K1 w - - 0 26,e1e7 d8d1 e7e1 d1e1,600,99
Dt4KN,8/8/8/1k6/p7/1r3pP1/2R2P1P/3R2K1 w - - 0 46,d1d4 b3b1 c2c1 b1c1 d4d1 c1d1,600,100
Dt6to,2r1n1k1/5ppp/pprpp3/2P5/1P1BP3/5P2/P5PP/2RR2K1 w - - 0 24,c5b6 c6c1 d1c1 c8c1,600,96
DtAJo,2rR2k1/5ppp/1Q6/p4b2/8/1P4PP/P1P1qP1K/8 b - - 1 26,c8d8 b6d8 e2e8 d8e8,600,110
Dtjwd,4r1k1/p2q1ppp/1pn1n3/2pp4/8/2P1Q2P/P3RPP1/4R1K1 b - - 0 25,e6c7 e3e8 c7e8 e2e8 d7e8 e1e8,600,99
DtnpE,r3kb1r/ppp2ppp/2np3q/3Bp3/4P3/3P3Q/PPPN1PPP/R3K2R w KQkq - 6 12,d5f7 e8f7 h3h6 g7h6,600,115
Du3wH,2kr4/1pp5/p6p/2q1p1p1/3r4/1Q6/PP3PPP/2R3K1 w - - 0 30,c1c5 d4d1 b3d1 d8d1,600,105
DuFR2,6k1/6pp/3b4/2p1pp2/2P5/4B3/r1P2PPP/3R2K1 w - - 0 26,d1d6 a2a1 e3c1 a1c1 d6d1 c1d1,600,106
DuId1,5rk1/p5bp/3P2p1/2pqP3/3pQ3/6P1/3B2KP/4R3 b - - 2 28,d5e4 e1e4 g7e5 e4e5,600,101
DuWCW,3rn2k/3rbQp1/p4pPp/1pp1pP1P/4P3/2R5/PPP5/1K3B2 w - - 0 26,f1e2 d7d1 e2d1 d8d1,600,87
DvXVq,r5k1/ppq3pp/2p1Qp2/8/2P4B/8/Pb3PP1/4R2K b - - 1 22,g8h8 e6e8 a8e8 e1e8,600,91
DxuSd,8/1k2r1pp/p2p1p2/1p1n2PP/2p5/R7/PPPN4/2K1rR2 w - - 1 41,f1e1 e7e1,600,106
DyCPu,6k1/pp3ppp/2p2n2/8/N3r3/3R4/PPP2PPP/5K2 b - - 8 26,e4a4 d3d8 f6e8 d8e8,600,85
DyFLb,r2q3k/ppp3rp/3pQ3/6NP/3P4/2P5/PP1N4/n1BK3R w - - 4 24,e6f6 d8f6,600,106
DyXFB,r5k1/5ppp/p1N1p3/8/3P4/P3P3/4KPPP/8 b - - 1 23,a8c8 c6e7 g8f8 e7c8,600,103
Dypbm,8/1p5K/8/6P1/p7/k7/8/8 b - - 0 54,a3b3 g5g6 b7b5 g6g7,600,109
Dyurh,r3r1k1/pQp2ppp/3p4/8/8/2N5/PPP3PP/1K2q2R w - - 2 19,h1e1 e8e1 c3d1 e1d1,600,85
Dz1PC,1n1r1k2/7R/p5p1/1p3b2/1P6/P4N2/B4PPP/R2r2K1 w - - 1 25,a1d1 d8d1 f3e1 d1e1,600,92
Dz4NZ,1k4r1/ppp3R1/4p3/4P3/3P4/2P4Q/Pq4P1/6K1 b - - 1 30,g8g7 h3h8 g7g8 h8g8,600,82
DzN5A,2r3k1/5p1p/4p1p1/1R1p4/1p1B4/r3NK2/2R3PP/8 b - - 0 39,c8c2 b5b8 c2c8 b8c8,600,101
Dzd3g,r5k1/r1p2p1p/2pB1Pp1/1p6/6P1/2PP4/p3R2P/4R1K1 b - - 0 27,c7d6 e2e8 a8e8 e1e8,600,131
Dzl7w,2r4k/2r3p1/p3p2p/3pP3/1q6/2P4R/3Q2PP/2R4K w - - 0 33,c3b4 c7c1 d2c1 c8c1,600,109
Dzp4C,5rk1/5p2/1p5Q/6B1/3p2n1/1P1P1bbP/1KP5/R2q4 w - - 2 34,h6f8 g8f8 a1d1 f3d1,600,121
E03Gv,5r1k/1Q5p/p3p1p1/8/2B5/1P6/5qPP/3R3K w - - 2 28,d1f1 f2f1 c4f1 f8f1,600,97
E04aT,3rR1k1/p4ppp/2p5/1q1r2Pn/2N2P2/7P/PPP2Q2/4R1K1 b - - 8 27,d8e8 e1e8,600,87
E07IK,7k/p5pp/8/P3R3/8/7P/6PK/5r2 b - - 0 40,f1f7 e5e8 f7f8 e8f8,600,107
E0Hi3,1r6/5k2/5p1p/6p1/8/8/1Rp2PPP/6K1 w - - 0 33,b2c2 b8b1 c2c1 b1c1,600,94
E0Z9g,3r2k1/5ppp/1R2p3/1p6/rP2p3/1R5P/5PP1/4K3 b - - 2 35,d8d5 b6b8 d5d8 b8d8,600,91
E0tMi,7k/pp5p/1q6/3pPbp1/1P6/5Q1P/P1B3PK/8 b - - 2 36,f5c2 f3f8,600,101
E0u4J,4rb1k/pb2q2p/1pp2p2/7Q/8/2N1B3/PPP2PPP/3RR1K1 w - - 0 23,e3d4 e7e1 d1e1 e8e1,600,94
E0xRJ,4r1k1/pp3p2/4r3/8/1q5p/8/P1P2PPP/1R1R2K1 w - - 0 25,b1b4 e6e1 d1e1 e8e1,600,103
E16rW,2rr2k1/5ppp/p2p1b2/3P4/4R3/5P2/P1Q3PP/4R2K b - - 0 24,c8c2 e4e8 d8e8 e1e8,600,86
E1CXv,r2R2k1/5ppp/p4n2/1p4q1/1P6/P3P3/5PPP/3R2K1 b - - 1 25,a8d8 d1d8 f6e8 d8e8,600,101
E1Iw5,1r4k1/5ppp/8/3p4/4n3/4PN1P/1Q4PK/R7 b - - 0 31,b8b2 a1a8 b2b8 a8b8,600,87
E1N9C,7k/6bp/P5p1/q7/3PQ2P/6P1/5PK1/8 b - - 0 53,a5a6 e4e8 g7f8 e8f8,600,107
E1Paj,7k/4r1pp/1p6/1p3p2/4P3/3R4/3P2PP/6K1 b - - 0 33,f5e4 d3d8 e7e8 d8e8,600,97
E1VtP,r5k1/1b3pp1/pq2pn1p/1pn5/8/P1N2N2/1PPQBPPP/3R2K1 b - - 3 21,a8d8 d2d8 b6d8 d1d8,600,85
E22q5,3r1rk1/p3R1p1/7p/2p5/8/8/PPP1NPPP/R2q2K1 w - - 3 21,a1d1 d8d1,600,109
E2RWh,3r2k1/p5pp/5p2/8/8/2P5/P3rPPP/4R1K1 w - - 0 24,e1e2 d8d1 e2e1 d1e1,600,100
E2bgG,r1b2rk1/ppp3pp/1b6/nP6/P3N1p1/2P5/2Q3PP/R1B1N2K w - - 0 20,e1d3 f8f1,600,85
E2jHk,5rk1/5p1p/3R2pP/8/1r6/8/1P1R4/5K2 b - - 1 38,f8b8 d6d8 b8d8 d2d8,600,106
E2nlW,3r3k/R5pp/1p6/2pQ4/8/1P2P1P1/1q3PKP/8 b - - 2 28,d8d5 a7a8 d5d8 a8d8,600,84
E2y3r,7k/p4rpp/1p5P/n1Q3P1/8/8/PPP5/2KR4 b - - 0 28,b6c5 d1d8 f7f8 d8f8,600,88
E34Ud,5rk1/p5pp/3R4/1p6/6P1/PP6/1BP4P/4n2K w - - 0 35,d6d7 f8f1,600,103
E38LG,8/4qpk1/6p1/6Kp/5Q2/5P1P/6P1/8 w - - 2 45,f4f6 e7f6,600,106
E3JWL,r3r1k1/pp3p1p/6p1/8/1R6/P1Q4P/5PPB/4q1K1 w - - 3 28,c3e1 e8e1,600,105
E3gMT,r1r3k1/pp1n1ppp/3bp3/8/3P4/2RNP1P1/PB3P1P/2R3K1 b - - 4 20,b7b6 c3c8 a8c8 c1c8,600,109
E3jCf,r1b1r1k1/pp3ppp/2p5/4P3/4P3/1PN1R2P/P1P3P1/3R2K1 b - - 2 18,e8e5 d1d8 e5e8 d8e8,600,103
E3uJz,4R1k1/5p2/p2q2p1/3P3p/2r5/7P/5PP1/Q5K1 b - - 1 28,g8h7 e8h8,600,107
E4ALx,4r3/P5kp/2p2pp1/8/2RP4/5P2/4r1PP/R6K w - - 1 32,c4c5 e2e1 a1e1 e8e1,600,96
E4bAP,2r3k1/p4ppp/4p3/4P3/P7/1R5P/3r1PPK/2R5 b - - 0 29,c8c1 b3b8 c1c8 b8c8 d2d8 c8d8,600,104
E4cJn,k1R1r1nr/p2Q1ppp/8/8/5B2/8/q4PPP/6KR b - - 4 23,e8c8 d7c8,600,92
E4e6E,4r1k1/5ppp/3r4/8/3p1p2/P4P2/2P1R1P1/1R4K1 b - - 1 31,e8e2 b1b8 d6d8 b8d8 e2e8 d8e8,600,86
E4xgq,3r2k1/1p5n/2p1q3/p4p1R/2P5/P7/1P3PPP/4R1K1 w - - 0 28,e1e6 d8d1 e6e1 d1e1,600,96
E601I,2rR2k1/p1Q2ppp/1p2q3/8/8/P7/1P3PPP/6K1 b - - 3 32,c8d8 c7d8 e6e8 d8e8,600,108
E681H,6k1/p1p4p/4p3/6p1/1Pp5/P3P3/3r1PPP/2R3K1 w - - 0 21,c1c4 d2d1,600,86
E723G,8/Q1pk4/3p2p1/7p/Pr1P4/3b4/5PPP/3R2K1 w - - 0 26,d1d3 b4b1 d3d1 b1d1,600,85
E7CTs,r1R3k1/4rppp/p3p3/1p1n4/8/P3P2P/1P1B1PP1/2R3K1 b - - 3 25,a8c8 c1c8 e7e8 c8e8,600,92
E8STE,r1b1r1k1/1pp2ppp/p7/4N3/4P3/2N5/PP3PPP/3R1RK1 b - - 0 15,e8e5 d1d8 e5e8 d8e8,600,93
E9YxQ,8/5bkp/4p3/ppBpP2P/3Pp1K1/2P1P3/P7/8 b - - 0 42,g7h6 c5f8,600,109
E9lOt,r1b3k1/p3qpbp/6p1/3p4/2p2Q2/2P5/PPBNrPPP/R3R1K1 w - - 4 18,f4f3 e2e1 a1e1 e7e1,600,111
E9n5D,3r2k1/1p3p1p/p5p1/2pr1n2/P4P2/N7/Q5PP/2q1R2K w - - 0 32,e1c1 d5d1 c1d1 d8d1,600,88
EAFkI,3r2k1/8/2p1p2P/p3P3/1pp5/P5B1/1P1rNPP1/R2B2K1 w - - 3 32,e2f4 d2d1 a1d1 d8d1,600,113
EAY8C,3r2k1/3N1ppp/4p3/1R1p4/8/5P2/4K3/2r5 b - - 0 43,d8d7 b5b8 c1c8 b8c8 d7d8 c8d8,600,95
EAbNy,2r2rk1/pbqn1ppp/1p1bp3/2pp4/3P3P/2PBPNB1/PP3PP1/R2QK2R w KQ - 0 13,d3h7 g8h7 g3d6 c7d6,600,98
EAqgU,2r2rk1/5p1p/6p1/pp2q1P1/8/1P5Q/P5PP/4R2K w - - 0 32,e1e5 c8c1 e5e1 c1e1,600,106
ECB0z,3r2k1/pp1rbppp/4b3/8/1PP1q3/3P2Q1/P4PPP/R2R2K1 w - - 0 26,d3e4 d7d1 a1d1 d8d1,600,105
ECwRc,r2q1rk1/5pbp/6p1/p5BP/3p1Qn1/2N5/PPP2PP1/2KR3R b - - 2 17,d8g5 f4g5 g7h6 g5h6,600,82
EDb6R,8/6k1/1p1rp2p/2p5/8/1P4P1/2P3PP/4R2K w - - 0 29,e1e2 d6d1 e2e1 d1e1,600,105
EEjay,Q1r3k1/p1p2ppp/5p2/3R4/8/2P5/q4PPP/3R2K1 b - - 0 19,c8a8 d5d8 a8d8 d1d8,600,102
EF3bO,4r1k1/p4ppp/5r2/2pR4/8/P3PP2/1P4PP/1R4K1 b - - 0 25,e8e3 d5d8 e3e8 d8e8,600,111
EFjAX,5r1k/7p/p5pP/8/2P5/1P3p2/1P6/1K1R4 b - - 1 38,f8f4 d1d8 f4f8 d8f8,600,103
EFlkR,r1b3k1/pppp1ppp/8/8/8/n4PP1/P2q3P/4RK1R b - - 0 28,d2a2 e1e8,600,94
EFoJr,2r3k1/5ppp/p7/8/2P5/1R5P/5PPK/8 b - - 0 36,c8c4 b3b8 c4c8 b8c8,600,97
EFocx,2n2rk1/p5p1/1p5p/3p1q2/3Pp3/1P2P1Q1/P5PP/R5K1 b - - 3 27,f5f2 g3f2 f8f2 g1f2,600,101
EFtfe,8/p2k4/Pp2p1n1/1PprPp2/5p2/3B2r1/3Q1KP1/3R4 b - - 5 33,g3d3 d2d3 d5d3 d1d3,600,97
EG6tN,r4Q1k/pp4pp/2p5/q3P3/2BP1Rb1/P1P5/3K2PP/R7 b - - 0 21,a8f8 f4f8,600,95
EGNnW,r5k1/5ppp/4pn2/R2p4/1R6/5PP1/5P1P/5BK1 b - - 0 30,a8a5 b4b8 f6e8 b8e8,600,112
EGWlN,2B5/4R3/1pP4p/1P4p1/8/P4k2/2r3bP/6K1 w - - 5 39,c6c7 c2c1 e7e1 c1e1,600,92
EH0Bn,7k/6bp/p1rP2p1/1p1B1p2/8/8/P5PP/4R1K1 b - - 0 29,c6d6 e1e8 g7f8 e8f8,600,107
EHQsl,3r2k1/5ppp/pp1B4/3P4/8/8/P4PPP/2R3K1 b - - 0 27,d8d6 c1c8 d6d8 c8d8,600,104
EHeck,1k6/ppp2p1p/2r5/6P1/3p1q2/P2P4/1P2Q3/3RK3 b - - 1 31,f4g5 e2e8 g5d8 e8d8,600,102
EHzEA,3r2k1/3N1ppp/1R2p3/p2p4/3r4/P5P1/5P1P/R5K1 b - - 0 24,d8d7 b6b8 d7d8 b8d8,600,113
EI6cn,4r2k/3b1ppp/8/1P6/8/8/4rPPP/1R1R2K1 w - - 0 35,d1d7 e2e1 b1e1 e8e1,600,109
EIKX8,5rk1/4rppp/2p5/5N2/1P1Q4/2N5/P4PPP/R3q1K1 w - - 1 24,a1e1 e7e1,600,107
EIaRq,4r3/pnp2p1k/1p1pqp1p/1P6/2P4N/P6P/2PQ1PP1/R5K1 w - - 1 23,a1e1 e6e1 d2e1 e8e1,600,109
EImZN,3r4/ppp3p1/6kp/8/8/8/PPP1r1PP/4R2K w - - 0 30,e1e2 d8d1 e2e1 d1e1,600,98
EIsDH,8/8/8/nP4p1/5k2/2r5/4R1PP/R6K w - - 0 47,a1a5 c3c1 e2e1 c1e1,600,107
EIt7s,8/5pkp/4p1p1/8/P2p1P2/Q4R2/6PP/3q3K w - - 1 30,f3f1 d1f1,600,104
EJ48Y,7k/6bp/8/8/2P5/3Q2P1/P3PK1P/q7 b - - 11 45,a1a2 d3d8 g7f8 d8f8,600,99
EJ5sR,2kr2r1/pp5p/8/2b2R2/2p1b3/2P5/PP1N2PP/RNB4K w - - 0 22,d2e4 d8d1 f5f1 d1f1,600,102
EJ8oQ,1r4k1/p5pp/2p5/3pp3/Q4p1B/2P5/P4PPP/Rr4K1 w - - 1 29,a1b1 b8b1 a4d1 b1d1,600,92
EJM1i,8/5p2/8/7R/7P/4r1k1/P4n2/5R1K w - - 1 39,f1f2 e3e1 f2f1 e1f1,600,92
EJYBq,r1br2k1/p1p2ppp/2p5/8/4n3/2P5/P1P2PPP/R1B1R1K1 w - - 0 13,e1e4 d8d1 e4e1 d1e1,600,105
EKA12,8/8/8/5p2/8/1r3k2/3R1P2/5K2 w - - 8 57,d2c2 b3b1 c2c1 b1c1,600,95
EKV6P,r2Q2k1/bp3ppp/p1p1q3/4P3/1P2p1P1/P1B2N1P/2PR1P2/6K1 b - - 0 23,a8d8 d2d8 e6e8 d8e8,600,101
EKiTF,4r1k1/p3P1pp/1p2P3/1p2p3/8/7P/1P4P1/3R2K1 b - - 0 39,e8e7 d1d8 e7e8 d8e8,600,103
ELUkH,1r4k1/pBp1rppp/8/2P5/1P6/P5PP/1Bq2P2/1R1R2K1 b - - 0 25,b8b7 d1d8 e7e8 d8e8,600,96
ELVHI,1r3rk1/1bp1Qp2/p5p1/1p6/8/1B4Pq/PP3P1P/3RR1K1 w - - 1 25,b3f7 f8f7 e7f7 g8f7,600,98
ELVYx,7k/6pp/4P3/p1p5/1p6/4r1BP/P2R3K/8 b - - 2 48,e3e6 d2d8 e6e8 d8e8,600,85
ELubd,8/8/2p1p1pk/p1P1P2p/P4K1P/8/8/8 b - - 0 40,h6g7 f4g5 g7h7 g5f6,600,107
EMPBB,r4Q1k/p5pp/3q2r1/3p4/2pP4/2P5/P4RPP/5RK1 b - - 7 33,a8f8 f2f8 d6f8 f1f8,600,98
ENREi,6k1/5ppp/1N6/1p1p1p2/3P4/1nP3P1/1P2R1PK/r7 b - - 3 26,a1f1 e2e8,600,86
EO3Ca,r2q1rk1/5ppp/4p3/p1P5/1p2Q3/4P3/4bPPP/R1B1R1K1 w - - 0 20,e1e2 d8d1 e2e1 d1e1,600,114
EO59i,8/1R6/4r1pk/8/7P/p4P2/P1P5/1K1R4 w - - 3 43,d1d7 e6e1 d7d1 e1d1,600,95
EO8sk,4rbk1/pp3pp1/8/8/P3rB2/6Q1/5PPP/R1q3K1 w - - 0 25,a1c1 e4e1 c1e1 e8e1,600,106
EOGu1,4R1k1/3b1ppp/3p4/p2p1P1P/pP1P4/P5N1/2r3r1/KN2R3 b - - 3 30,d7e8 e1e8,600,98
EOaER,k1q5/pp6/8/2Qp1rp1/1P5p/P4P1P/4R1PK/8 b - - 4 36,c8c5 e2e8 c5c8 e8c8,600,90
EOs5J,4r1k1/pR4bp/2p4q/2P5/3Prp2/P5BP/2Q2PP1/1R4K1 w - - 0 36,g3h2 e4e1 b1e1 e8e1,600,104
EPRtw,3r3r/R3R3/1Bp2pkn/2N1p1pp/4P3/1P3N2/1PP2PPP/6K1 w - - 1 21,c5e6 d8d1 f3e1 d1e1,600,100
EPoCO,4r1k1/3R1p2/pp4p1/7p/PPb2N2/2b1B3/5PPP/6K1 w - - 0 40,e3b6 e8e1,600,110
EPtpK,8/5rk1/3p3p/2p3p1/2P1q3/P4PpP/1RP3P1/7K w - - 0 34,f3e4 f7f1,600,107
EQ0io,7k/2R4p/p5nP/1pp5/8/2P4P/r5P1/6K1 b - - 5 31,c5c4 c7c8 g6f8 c8f8,600,103
EQ780,4r1k1/1p2r1p1/p1nR3p/8/1P6/P3B3/5PPP/2R3K1 w - - 0 28,e3c5 e7e1 c1e1 e8e1,600,100
EQYp5,3r4/6kp/p3q1p1/5p2/8/8/PP4PP/4R2K w - - 0 40,e1e6 d8d1 e6e1 d1e1,600,104
ER9ti,7k/1p2r1p1/p2R2Bp/2p2p2/8/4p2P/Pr4P1/4K3 b - - 5 39,b2a2 d6d8 e7e8 d8e8,600,96
ERRST,1r4k1/5ppp/4p3/3p4/R7/P1P2P2/1R4PP/6K1 b - - 0 32,b8b2 a4a8 b2b8 a8b8,600,94
ERm7M,r5k1/5ppp/5n2/8/1R6/1P4P1/P4PKP/8 b - - 0 29,a8a2 b4b8 f6e8 b8e8,600,99
ERqlU,3r2k1/2Q2pp1/p6p/1p6/8/1P3P2/6PP/R2q3K w - - 1 30,a1d1 d8d1,600,99
ESEXN,3r2k1/5ppp/7b/P2B4/3P4/8/1R3PK1/8 b - - 2 45,d8d5 b2b8 d5d8 b8d8,600,107
ESbxy,2k1r3/1pp2p2/2N5/P7/2P2p2/3n2pP/3R2P1/7K w - - 0 42,d2d3 e8e1,600,111
EUN4a,8/6pk/2R3P1/1p2p3/pPn2B2/P4K2/8/3r4 b - - 0 53,h7g8 c6c8 d1d8 c8d8,600,104
EUTHv,6k1/5p1p/p1p1r1p1/1p6/8/P1B2P2/1P2r1PP/3R1K2 b - - 0 31,e2c2 d1d8 e6e8 d8e8,600,105
EUZMO,1k1r1bnr/pp2p1pp/3q4/5p2/5Q2/4B3/PP3PPP/RNR3K1 w - - 4 15,f4f5 d6d1 c1d1 d8d1,600,92
EUc14,5bk1/1pq2p1p/p2p2p1/3Qp3/8/1P5R/P4PPP/R1r3K1 w - - 3 24,a1c1 c7c1 d5d1 c1d1,600,96
EUraC,6k1/1p4pp/p3p3/3p4/5n2/P6P/1P2r1P1/2RB2K1 w - - 0 30,d1e2 f4e2 g1f2 e2c1,600,109
EUxO4,3r2k1/pbq2ppp/1p6/4P3/1P6/P4N2/5PPP/2R3K1 w - - 0 24,c1c7 d8d1 f3e1 d1e1,600,110
EV7NF,2rR2k1/5p1p/p1q1p1pB/1pP2b2/1P3P2/P1b3P1/7P/3R2K1 b - - 1 31,c8d8 d1d8 c6e8 d8e8,600,105
EVAy0,6k1/p4pp1/8/8/1P5R/5P2/r3r2P/3R3K b - - 4 32,a2b2 d1d8 e2e8 d8e8,600,97
EW6ok,6k1/p4ppp/q4p2/1p6/2QP4/4P1P1/P4P1P/1R4K1 b - - 0 26,b5c4 b1b8 a6c8 b8c8,600,89
EWKh1,r5k1/2p1rppb/p6p/np1P3P/5qP1/1BP1NP2/P1P1Q3/3RR2K b - - 0 25,e7e3 e2e3 f4e3 e1e3,600,99
EWV0m,3r2k1/p3R1pp/1p3p2/8/8/P7/1P1r1PPP/1R4K1 w - - 0 29,e7a7 d2d1 b1d1 d8d1,600,102
EWvDd,8/2pQ2p1/1p4kp/8/8/P4pP1/2r2P1P/5qK1 w - - 0 46,g1f1 c2c1 d7d1 c1d1,600,108
EWvsR,k5r1/pp5q/4Pp2/2pRn3/5B2/2P3P1/PP3PKP/3R4 b - - 2 25,e5g4 d5d8 g8d8 d1d8,600,82
EY3eY,6k1/3r1ppp/p3pn2/1p2b3/8/P3P3/1P2rPP1/R1B1R2K w - - 0 21,e1e2 d7d1 e2e1 d1e1,600,102
EYLS5,2r4k/6pp/2q2p2/4p3/Q3P3/n5R1/P4PPP/6K1 w - - 0 37,a4a3 c6c1 a3c1 c8c1,600,110
EYZyg,3r2k1/p4p1p/1p2pQpP/4P3/3r4/6P1/PP6/K2qR2R w - - 6 30,e1d1 d4d1 h1d1 d8d1,600,97
EZaLo,r5k1/pNp1r1pp/2n1qp2/3p4/3P4/2P2Q2/PP3PPP/R4RK1 w - - 1 19,f1e1 e6e1 a1e1 e7e1,600,85
EZr17,2r3k1/1p3pp1/7p/p3p3/7N/1P1R4/P4PPP/1B4K1 w - - 1 33,h4f5 c8c1 d3d1 c1d1,600,94
EZzr0,5r1k/6p1/1P6/2Qp4/3P2pp/4P3/6PP/R4q1K w - - 2 36,a1f1 f8f1,600,102
EaaXa,r5k1/1pp2pp1/p2p3p/3Pr3/4P3/2NB3Q/PP1q1PP1/1R4K1 b - - 2 23,d2f2 g1f2,600,104
Eaakd,1k1r2Q1/ppp1R1Bp/3p4/2q5/8/6P1/P4P1P/4R1K1 b - - 0 23,d8g8 e7e8 g8e8 e1e8,600,105
EaehL,3r2k1/p4ppp/3R4/8/1R2b3/P6P/5PP1/6K1 b - - 0 29,d8d6 b4b8 d6d8 b8d8,600,96
EanH0,3r2k1/p4p2/1p3qp1/2p2N1p/4P3/2Q5/3r1PPP/2R3K1 w - - 2 31,c3f6 d2d1 c1d1 d8d1,600,88
Easik,6k1/3b1ppp/4p3/rp2R3/3P4/1BP4P/5PP1/q2Q2K1 w - - 1 23,e5c5 a1d1 b3d1 a5a1 g1f1 a1d1,600,107
Eb3Bq,4r1k1/4r2p/p5p1/3R1p2/1Qp2P2/8/PP3PPP/3Rq1K1 w - - 3 28,d1e1 e7e1 b4e1 e8e1,600,103
Eb5fc,5rk1/pp1r1ppp/4p3/1P6/1R6/2q1B3/P4PPP/2Q3K1 w - - 0 27,c1c3 d7d1 c3e1 d1e1,600,112
EbqFl,r7/pppqkr2/3b2RQ/3p4/3P4/2P3P1/PP3P1P/RN4K1 w - - 7 23,g6e6 d7e6 h6e6 e7e6,600,105
Ec9jS,4r1k1/1pp2ppp/pb6/8/1Pn1N3/P1P3P1/5N1P/3R2K1 b - - 5 28,e8e4 d1d8 e4e8 d8e8,600,116
Ecerb,1r6/2q2ppk/6bp/3Q4/3N4/P3PB2/5PPP/2R3K1 w - - 3 31,c1c7 b8b1 c7c1 b1c1 f3d1 c1d1,600,85
EcoFi,r3r1k1/ppB2pp1/7p/3p3P/3P4/3B1q2/PPPR1PP1/1K6 w - - 0 21,g2f3 e8e1 d2d1 e1d1,600,107
Ed6SR,1nr2rk1/1p3ppp/4p3/pP1pP3/P2q4/6R1/5PPP/RN1Q2K1 w - - 0 20,d1d4 c8c1 d4d1 c1d1,600,91
EdFqp,4r1k1/pp1q2pp/3b3n/3p4/3B4/2P4Q/PP3PPP/RN4K1 w - - 0 18,h3d7 e8e1,600,107
EdQAf,6k1/5ppp/pr3q2/2pRp3/2P1P3/2P3P1/5P1P/6K1 b - - 1 31,f6f3 d5d8,600,99
EdWUd,r5k1/2q2pp1/p1n2n1p/1p1p4/2pP4/2P1QN1P/PPB2PP1/4R1K1 b - - 0 22,a8e8 e3e8 f6e8 e1e8,600,108
Edce0,8/6p1/2N2p2/1p4p1/1P6/r5k1/4R3/6K1 w - - 1 37,c6d4 a3a1 e2e1 a1e1,600,102
Edt7y,3rk2r/1b3ppp/p7/1P6/2p1n3/4b3/B1P2PPP/RN2R1K1 w k - 0 19,e1e3 d8d1 e3e1 d1e1,600,107
