Id,Fen,Moves,Rating,RatingDeviation
49s9s,Q6k/p1q3pp/1n6/2p5/2p2r2/2P2N1P/PP3PP1/R3R1K1 b - - 0 26,b6a8 e1e8 f4f8 e8f8,600,82
4A4qW,8/4k3/6Rp/6p1/2b3P1/2N5/r6P/6K1 b - - 4 47,a2g2 g1g2,600,109
4Aggs,3r2k1/p4pp1/2N4p/8/6n1/P7/4qPPP/4R1K1 w - - 0 34,e1e2 d8d1 e2e1 d1e1,600,107
4BNsd,8/2pr1kpp/ppQ2p2/8/8/P4P2/6PP/2Rq3K w - - 5 42,c1d1 d7d1,600,107
4CMV4,4k3/4Pp1p/5P2/6p1/6P1/7P/2pR1K2/8 b - - 0 45,c2c1q d2d8,600,108
4CfUu,7k/2r3pp/p7/1N2p3/4p3/1P6/1P3PPP/R5K1 b - - 0 27,a6b5 a1a8 c7c8 a8c8,600,108
4D78A,4rr1k/1p1n2pp/1p6/3N4/3p4/P7/BP2QbPP/R1B4K w - - 4 21,e2b5 e8e1 b5f1 e1f1,600,110
4DOk3,8/8/4N1k1/1p3R2/2pp2p1/5bP1/PPP1rP2/2K5 w - - 6 36,e6f4 g6f5 f4e2 f3e2,600,105
4Dk9e,7k/5p1p/p2r1p2/2pP4/1pP5/1P2NP2/P5PP/6K1 b - - 0 33,h8g7 e3f5 g7f8 f5d6,600,103
4EQqk,3r3k/3r3p/2Q3p1/p7/8/4p3/P1R3PP/b3R1K1 w - - 4 34,e1a1 d7d1 a1d1 d8d1,600,104
4F4Pc,8/8/8/8/8/6K1/4Q3/6kq b - - 3 69,h1g2 e2g2,600,117
4FHjt,r3r2k/p5pp/1p1p4/2pP4/4Q3/8/P4R1P/5R1K b - - 0 29,e8e4 f2f8 a8f8 f1f8,600,88
4FQp7,4rQ1k/6pp/p2p4/4q3/8/2N5/1P3RPP/R5K1 b - - 2 27,e8f8 f2f8,600,110
4FTiA,3r2k1/5ppp/R7/1P1r2b1/1Pp3n1/N1P5/2B1RPPP/6K1 w - - 3 27,a3c4 d5d1 c2d1 d8d1 e2e1 d1e1,600,103
4FkaN,8/R6p/6pk/2P5/PB6/3rp3/6PP/6K1 w - - 0 37,a4a5 d3d1 b4e1 d1e1,600,83
4Fq9g,4R3/6pk/3b1r2/3Q4/1P5p/2pP3P/2P3PK/8 w - - 1 44,h2h1 f6f1,600,101
4GFdY,r4rk1/pp3pb1/2pp3p/5N2/4P1bP/3Q2B1/1qPK2P1/4R2R b - - 1 21,g7c3 d3c3 b2c3 d2c3,600,106
4GUhn,5r2/2R2pkp/4p1p1/2n5/2P5/4R3/r4PPP/6K1 w - - 0 34,c7c5 a2a1 e3e1 a1e1,600,105
4Gwff,6r1/5R2/kb5p/p1p5/8/3p3P/PP1N2N1/1K6 w - - 3 41,g2f4 g8g1 d2f1 g1f1,600,107
4H3z1,r6k/ppp1Q1pp/8/4n3/3q4/5P2/PP4PP/4R2K b - - 1 25,e5d3 e7e8 a8e8 e1e8,600,97
4HEyV,2r3k1/p1Q2ppp/1pp1p3/8/P1P5/6P1/1q3PBP/3R1RK1 b - - 0 21,c8c7 d1d8,600,82
4Hb5L,6k1/B5pp/8/1p2p1N1/8/3r4/PP3PPP/4R1K1 w - - 0 25,e1e5 d3d1 e5e1 d1e1,600,105
4HpKi,2r3k1/5ppp/p7/1pQ1pP2/2p5/2P2P2/PP1R2PP/5n1K b - - 0 24,c8c5 d2d8,600,90
4IHfB,r4Q1k/pb4p1/7p/3p4/8/2qB4/P1P3PP/5R1K b - - 1 21,a8f8 f1f8,600,87
4Ifze,1r3k2/7p/4B1p1/3P1p2/2R2P2/2p5/5PPP/6K1 w - - 2 36,c4c3 b8b1 c3c1 b1c1,600,104
4Iso9,3r4/4k2p/P4pp1/1P1rb3/7Q/4P2P/5PP1/1R4K1 w - - 0 31,b5b6 d5d1 b1d1 d8d1,600,86
4JJsr,8/5pkp/p2pr1p1/8/5P2/1P6/P4rPP/5R1K w - - 0 28,f1f2 e6e1 f2f1 e1f1,600,95
4Js5N,rnb1k1nr/pppp1ppp/8/4p3/1bB1P2q/7N/PPPP1PPP/RNBQK2R w KQkq - 4 4,c4f7 e8f7,600,108
4Jsy3,r5k1/5ppp/3p1n2/1R1Pp3/4P3/1P1KP2P/P5P1/8 b - - 0 38,a8a2 b5b8 f6e8 b8e8,600,100
4Lz8y,4r1k1/p2n1pbp/1pp1q1p1/3p4/2PP1N2/1P3P2/P1B3PP/R2Qr2K w - - 0 21,d1e1 e6e1 a1e1 e8e1,600,96
4MAFt,r3q1k1/2p2pP1/pbpp4/6p1/3P4/3Q1b2/PP3PPP/RN4K1 w - - 0 17,d3f3 e8e1,600,97
4MCRd,6k1/5ppp/rB6/R7/8/5P2/5KPP/8 b - - 0 32,a6b6 a5a8 b6b8 a8b8,600,99
4MSjX,4r1k1/ppp2p1p/3p2p1/1Q1P4/3b4/5B2/PPP3PP/3Rq2K w - - 5 22,d1e1 e8e1 b5f1 e1f1,600,104
4MkV6,b3r1k1/p4ppp/8/2p1r3/8/1B6/PP3PPP/1R1R2K1 w - - 1 26,d1d7 e5e1 b1e1 e8e1,600,112
4Mw3J,R4bk1/5p2/7p/p1r1P3/B4n2/8/5P1P/1R3K2 w - - 0 38,b1b8 c5c1 a4d1 c1d1,600,110
4N9gf,5r1k/6pp/p7/1p6/8/2P2Q1P/PP6/3R2K1 b - - 0 34,f8f3 d1d8 f3f8 d8f8,600,96
4NAIP,1r4k1/5ppp/3Rp3/pB1nP3/1p1p1P2/1P4P1/P6P/4K3 b - - 3 27,b8b5 d6d8,600,98
4Nf0U,4r1k1/5p1p/2Rp3P/5p2/3P4/8/5PPK/8 b - - 0 35,e8e6 c6c8 e6e8 c8e8,600,94
4O1ba,1r4k1/2p2ppp/R3p3/8/1BPPpP2/4P3/6PP/6K1 b - - 0 23,b8b4 a6a8 b4b8 a8b8,600,103
4O7LH,1r3rk1/2R2p1p/p5p1/8/4B3/4P3/R4PPP/1q4K1 w - - 0 26,e4b1 b8b1 c7c1 b1c1,600,101
4OAKp,4r1k1/1p3ppp/p1p5/4N3/8/8/PP3PPP/3R2K1 b - - 0 24,e8e5 d1d8 e5e8 d8e8,600,109
4OBtj,4r1k1/p4ppp/1p6/2p1r3/5p2/1N2P3/PP3PPP/3RR1K1 w - - 0 21,e3f4 e5e1 d1e1 e8e1,600,91
4OQtL,4r1k1/3R1ppp/8/p3Q1B1/4p3/7P/q4PP1/3R2K1 b - - 0 28,e8e5 d7d8 e5e8 d8e8,600,83
4PItL,r3r1k1/1pp2ppp/4b3/p2Q4/8/P6P/1P1NRPP1/4R1K1 b - - 0 20,e6d5 e2e8 a8e8 e1e8,600,82
4QSj7,8/8/8/2p4P/6R1/1p1k3r/1P6/2K5 w - - 4 46,g4g5 h3h1 g5g1 h1g1,600,103
4R9SE,3r2k1/5ppp/p3p3/1p2P3/1R6/2P5/PP3PPP/6K1 w - - 0 22,b4e4 d8d1 e4e1 d1e1,600,88
4Rcaj,8/1bkpR3/8/1P4B1/R1P2Pp1/3r4/5P1P/6K1 w - - 0 47,f4f5 d3d1 e7e1 d1e1,600,101
4RdAp,8/2B5/1P2p3/1r3k1p/4p3/5p1P/2R1KP2/8 w - - 0 46,e2f1 b5b1 c2c1 b1c1,600,101
4RnPD,8/7p/p2k4/P7/2R2p2/5PnP/8/6K1 w - - 3 47,c4f4 g3e2 g1g2 e2f4,600,98
4SFen,R5k1/4nppp/4p1b1/3p4/1r6/7P/1P3PP1/2B2K2 b - - 1 30,e7c8 a8c8,600,83
4SIXH,4Q1k1/5rpp/8/p2pP3/P2P4/4q3/5R1P/6K1 b - - 2 32,f7f8 e8f8,600,100
4SSzp,7k/1pp3pp/p1Qp1r2/8/8/6PP/PPP3K1/4R3 b - - 0 30,b7c6 e1e8 f6f8 e8f8,600,117
4Sm9r,3Q2k1/p4ppp/3r4/8/4n3/8/PP3PPP/3R2K1 b - - 0 29,d6d8 d1d8,600,101
4Sply,4r2k/4P1pp/1p6/p7/P4p2/8/K4P2/2R5 b - - 0 42,e8e7 c1c8 e7e8 c8e8,600,98
4T3fd,2n3k1/5ppp/5n2/1q1p4/4N1P1/4P2P/5P2/2Q3K1 b - - 0 35,f6e4 c1c8 b5e8 c8e8,600,101
4T7ox,R2k4/1r2p2p/2K1p1p1/4P3/5PP1/8/8/8 b - - 1 58,b7b8 a8b8,600,99
4TAO2,8/4kp2/p4p2/r4P1p/P3RK1P/8/8/8 b - - 5 45,a5e5 e4e5 f6e5 f4e5,600,79
4UMKZ,3r2k1/pp3ppp/3r4/8/PP6/6Q1/5PPP/q4RK1 w - - 0 27,f1a1 d6d1 a1d1 d8d1,600,99
4UU8X,r1b1r1k1/p1p2ppp/2p5/8/4P3/2P5/P1P3PP/2KR1B1R b - - 0 14,e8e4 d1d8 e4e8 d8e8,600,106
4UdcI,5r1k/ppp2Qpp/2p5/6q1/8/3P4/PPP2PPP/R3R1K1 b - - 3 19,f8f7 e1e8 f7f8 e8f8,600,85
4UhtD,4r1k1/1b6/p4rp1/2p4p/2P1B3/1P2R2P/P5PK/4R3 b - - 0 32,b7e4 e3e4 e8e4 e1e4,600,122
4VC8o,3r2k1/5ppp/3N4/p2p4/8/1PR5/P4PKP/8 b - - 0 35,d8d6 c3c8 d6d8 c8d8,600,87
4VEQe,6r1/pp6/7k/7P/4r3/8/PPP5/1K2R3 w - - 0 33,e1e4 g8g1 e4e1 g1e1,600,95
4Vkxt,r7/4N2k/4p3/1p1p4/3P2R1/4P3/3n1PPP/3R2K1 w - - 0 32,d1d2 a8a1 d2d1 a1d1,600,85
4VoRx,r4rk1/p4pp1/5n1p/2b5/1P6/P1N2bP1/2PP1pQP/R1B1qR1K w - - 1 23,g2f3 e1f1,600,115
4Vt5B,3rQ1k1/6p1/6P1/p7/1p6/8/qPP5/2K1R3 b - - 1 45,d8e8 e1e8,600,103
4Vziv,4r1k1/2p2ppp/2p5/8/3p2B1/3P4/2P2PPP/r1BQq1K1 w - - 0 18,d1e1 e8e1,600,105
4WGDD,1k6/1pq1bp1p/pNpr1p2/P7/1P2R3/2P2Q1P/5PP1/7K w - - 0 32,f3e3 d6d1 e3e1 d1e1,600,88
4WI8H,Bn4k1/p1p2ppp/8/2b1r3/8/P7/1P3nPP/1RB2R1K w - - 1 18,f1f2 e5e1 f2f1 e1f1,600,88
4WLMB,3r1rk1/6pp/p1p1pp2/8/2P5/4Q3/P1q2P2/R3K1R1 b - - 1 28,c2d2 e3d2 d8d2 e1d2,600,92
4X19h,8/8/p5p1/1p2k3/6P1/3KBP2/Pn6/8 w - - 4 43,d3d2 b2c4 d2e2 c4e3,600,114
4Xfc4,2r3k1/5ppp/1R2p3/8/1P6/P6K/2P5/2n5 b - - 0 31,c8c2 b6b8 c2c8 b8c8,600,89
4XlZI,r5k1/1R2Rppp/p2p4/2pq4/2r5/8/P4PPP/B2Q2K1 w - - 0 23,d1d5 c4c1 d5d1 c1d1 e7e1 d1e1,600,102
4Y0Gc,3r3k/6pp/1p6/8/P3r3/1PR3PK/7P/4n3 b - - 0 32,d8d2 c3c8 d2d8 c8d8 e4e8 d8e8,600,99
4Ygcl,3r2k1/p4ppp/2pR4/8/5P2/2b2KP1/P1P4P/1R6 b - - 0 26,d8d6 b1b8 d6d8 b8d8,600,81
4Z7by,3r2k1/2p2p1p/1p4p1/4p3/1PP5/4P3/5PPP/R5K1 w - - 1 23,a1a7 d8d1,600,84
4ZBKp,6k1/5ppp/4p3/p3P3/1q1P1P2/1P3K1P/P2Q2P1/2R5 b - - 0 35,b4d2 c1c8,600,116
4ZXGZ,6k1/4r1pp/5p2/1P1p4/b1pP4/8/5PPP/R5K1 w - - 1 32,a1a4 e7e1,600,103
4ZYGz,r2Q2k1/p1p2ppp/1p2pn2/4qn2/2P5/2N3P1/P3PP1P/3RR1K1 b - - 1 17,a8d8 d1d8 f6e8 d8e8,600,89
4Zszb,2r4k/4R3/7p/1R4p1/8/5pPb/1P3P1P/6KB w - - 1 35,h1f3 c8c1 f3d1 c1d1 e7e1 d1e1,600,105
4Zubr,1k3Q2/ppp4p/2b1B1p1/2b1p3/8/4P3/PPqr2PP/4RRK1 b - - 1 25,c5f8 f1f8 c6e8 f8e8 d2d8 e8d8,600,89
4aKNX,2kr3r/ppp2pp1/5P1p/2b5/5R2/1P6/1PP3PP/RNB4K w - - 1 16,f6g7 d8d1 f4f1 d1f1,600,104
4aL3T,2r3k1/2P2ppp/4p3/8/1R4P1/1p5P/8/7K b - - 1 42,c8c7 b4b8 c7c8 b8c8,600,95
4aPhQ,3r2k1/pp3p2/2p2p1p/8/8/P2rP3/1P3PPP/R2R2K1 w - - 2 22,g1f1 d3d1 a1d1 d8d1,600,106
4aRYE,8/1p3p2/1k2p1p1/1b1pP1P1/1K3P2/8/2N5/8 b - - 0 42,b6c6 c2d4 c6b6 d4b5,600,105
4aaRQ,7R/p1Nr4/1p2R1pp/5pk1/8/8/PP3PPP/6K1 w - - 5 30,c7e8 d7d1 e6e1 d1e1,600,90
4ajh7,r6k/pR6/7p/6p1/3r4/8/PP3PPP/4R1K1 w - - 0 32,e1e7 d4d1 e7e1 d1e1,600,105
4alr9,r1Q4k/p5pp/1p4b1/8/4P3/P4PP1/1q4BP/2R3K1 b - - 1 25,a8c8 c1c8 g6e8 c8e8,600,100
4aohh,5r1k/pp3Qpr/7p/8/8/5P2/P1P3PP/4R1K1 b - - 0 26,f8f7 e1e8 f7f8 e8f8,600,101
4axKC,2Q2k2/p3r1pp/1p1q1p2/3B4/2nP4/2P4P/P7/4R1K1 b - - 2 31,e7e8 c8e8,600,107
4b9wn,6k1/1p2rppp/pQn5/3p4/3P4/1PP2PN1/6PP/R3q2K w - - 3 26,a1e1 e7e1 g3f1 e1f1,600,90
4bFjJ,4r1k1/1p3p2/5Qp1/5pPp/p2P4/8/P1q3PP/2R4K w - - 4 32,c1c2 e8e1,600,99
4bbxS,4r1k1/ppp3pp/5p2/3p1q2/Q2P1b2/2P2N2/PP3PPP/R5K1 b - - 3 21,a7a6 a4e8,600,111
4btZ1,4knB1/p1qr4/2p2ppp/1p2p3/1P1n4/4QP2/P1P2P1P/2BR2K1 b - - 5 28,d4f3 e3f3 d7d1 f3d1,600,101
4bvmg,2r1r1k1/5p1p/p4NpP/1ppP4/6P1/P1q5/4Q3/1K2R2R b - - 1 27,c3f6 e2e8 c8e8 e1e8,600,106
4c8Da,2n2r2/R2N2pk/2p1p3/3p4/1r6/2q1Q3/5PPP/6K1 w - - 0 29,e3c3 b4b1 c3c1 b1c1,600,103
4cEfm,R2R4/5pkp/P1rb2p1/8/8/5P1P/6P1/7K w - - 3 37,a6a7 c6c1,600,98
4cX3o,7r/pp3pk1/3p1r2/6p1/2P1P3/4Q1P1/P1P1KN2/4R2q b - - 4 36,h1f3 e3f3 f6f3 e2f3,600,96
4cyzt,r1b1r2k/pp2Q1pp/2p1p3/8/2B1n1n1/4PN2/PP3PPP/2RR2K1 b - - 0 18,e8e7 d1d8 e7e8 d8e8,600,98
4d2Tb,r3Q2k/ppp2pp1/8/3q4/8/3B1PNb/PP3P1P/2R1R1K1 b - - 0 23,a8e8 e1e8,600,107
4dSPS,6k1/5ppp/5b2/4Qb2/8/1P3P2/r5PP/3R2K1 b - - 0 31,f6e5 d1d8,600,90
4e4en,4r1k1/p3qp2/1p4nQ/3p1B2/8/8/PP3PPP/R5K1 w - - 3 35,f5g6 e7e1 a1e1 e8e1,600,85
4eCLF,r2Q2k1/5ppp/4pq2/p7/8/P1rQ4/5PPP/K2R3R b - - 0 30,a8d8 d3d8 f6d8 d1d8,600,87
4eJhV,7k/pq3p1p/1pb2p2/2b2N2/8/P4B2/3P1P1P/4R1K1 b - - 3 30,c6f3 e1e8 c5f8 e8f8,600,98
4eRbh,4r1k1/5ppp/8/3nN3/2R4P/4P1P1/5PK1/8 b - - 0 28,e8e5 c4c8 e5e8 c8e8,600,102
4ekH0,r7/4npk1/6pp/1p2p3/3PP3/5Q2/5PPP/6rK w - - 0 31,h1g1 a8a1 f3d1 a1d1,600,89
4epnU,8/3P4/8/8/8/5kpR/5p2/5K1q w - - 0 51,h3h1 g3g2,600,96
4eyNW,4r1k1/ppp2ppp/8/7b/6P1/5N1P/PPP1Bb2/2KR4 b - - 0 18,e8e2 d1d8 e2e8 d8e8,600,94
4f0S1,3qrQ1k/1p4pp/p1p5/2Pp4/PP1P3P/4PR2/3n2P1/5RK1 b - - 13 38,e8f8 f3f8 d8f8 f1f8,600,97
4fDTb,5rk1/2P1Rpp1/1p1p3p/8/p7/2r4P/P4PP1/4R1K1 b - - 0 30,f8c8 e7e8 c8e8 e1e8,600,105
4fLib,8/k5p1/1PK5/4rp2/8/7R/8/8 b - - 0 57,a7b8 h3h8 e5e8 h8e8,600,84
4fRTO,5r1k/1r4pp/1p1R4/p1p5/8/P4P2/1P3P1P/1R4K1 b - - 1 28,f8f3 d6d8 f3f8 d8f8,600,80
4fSj5,1r1r2k1/p3p1bp/B1p1p1p1/4P3/8/NP4B1/2PR1PPP/6K1 w - - 1 22,d2e2 d8d1 e2e1 d1e1,600,104
4fVSP,k2Qq1n1/pp6/2p1r3/4B3/4P1p1/2N5/PP3P2/3R2K1 b - - 5 27,e8d8 d1d8,600,92
4feCu,3r2k1/5p1p/p3p1p1/1p2q3/8/7Q/PP3PPP/4R1K1 w - - 0 24,e1e5 d8d1 e5e1 d1e1,600,94
4fjtE,3r1k2/R4p2/5Pp1/7p/p7/P7/5P1P/5K2 b - - 9 53,d8d4 a7a8 d4d8 a8d8,600,107
4gStC,r4rk1/1b4p1/p7/npppR2Q/3P4/8/PP4PP/R4q1K w - - 0 23,a1f1 f8f1,600,107
4gsjw,r3r1k1/1Q1b1ppp/p3q3/2pp2B1/8/2P5/P1P2PPP/R4RK1 w - - 0 23,f1e1 e6e1 a1e1 e8e1,600,89
4gynO,6k1/p1br1pp1/2N1pn1p/8/1N6/2P4P/PP2RPP1/R2r2K1 w - - 7 28,a1d1 d7d1 e2e1 d1e1,600,110
4hOPl,4rk2/1R4p1/5bPp/p4P2/1p5P/1P6/P1P5/1K1R4 w - - 9 43,d1d7 e8e1 d7d1 e1d1,600,113
4hTcW,r5k1/1p5p/6p1/3r4/8/1PP5/2P2PPP/3R2K1 w - - 0 27,d1d5 a8a1 d5d1 a1d1,600,86
4i0Ma,r3r1k1/1b2P3/p2p2R1/1ppP2q1/2P3p1/3Q4/PB3P1P/6K1 b - - 0 32,g5g6 d3g6,600,106
4icHS,4rr1k/1pq3pp/2p3p1/p2p4/3P2B1/2N4P/PPP2QPb/R3R2K b - - 0 20,f8f2 e1e8 f2f8 e8f8,600,101
4iobg,3r2k1/4pp1p/p1P3p1/Q7/8/8/P4PPP/2Rr2K1 w - - 0 25,c1d1 d8d1 a5e1 d1e1,600,105
4jGhU,3r1rk1/7p/pp2p1R1/2n1q3/8/7P/PP4Q1/6RK b - - 0 29,h7g6 g2g6 e5g7 g6g7,600,92
4jfQD,1r6/4Rnkp/1Np2pp1/3p4/3P4/3NP3/P4PPP/6K1 w - - 1 31,b6d7 b8b1 d3c1 b1c1,600,102
4jhsy,6k1/R4p1p/2p2B2/2K5/4r3/5nP1/1P5P/8 b - - 1 34,f3h2 a7a8 e4e8 a8e8,600,91
4jk0w,5qk1/2p3p1/1p2R1P1/p4PKp/2P5/1PB5/P7/8 b - - 1 54,f8c5 e6e8 c5f8 e8f8,600,86
4jqrJ,3b4/p4kpp/4r3/8/8/1B6/PrP2PPP/3R1K2 w - - 0 21,d1d8 b2b1 d8d1 b1d1,600,90
4k1CT,2b4k/3r2pp/p2r4/5p2/1pB1p3/1P2P3/P2N1PPP/R2R2K1 w - - 6 24,d2f1 d6d1 a1d1 d7d1,600,106
4kAls,1q4k1/p1r2ppp/1p2p3/8/8/1P2PPP1/P2Q2KP/3R4 b - - 3 25,b8c8 d2d8 c8d8 d1d8,600,97
4kE6R,b7/8/6p1/8/7P/3r2k1/2RB4/6K1 w - - 0 54,d2b4 d3d1 b4e1 d1e1,600,119
4kvAW,3r4/6R1/p1k5/6pp/6n1/2B5/PPP2PP1/6K1 w - - 2 31,f2f3 d8d1 c3e1 d1e1,600,98
4lAEn,4r1k1/3q2pp/3pr1n1/pp6/2p5/2P3Q1/PPBR1PPP/R5K1 w - - 8 28,a1d1 e6e1 d1e1 e8e1,600,111
4lEJE,5r1k/ppq3pp/2p5/3p4/3Pn3/6NQ/PPP2rP1/R4R1K w - - 8 23,g3e4 f2f1 a1f1 f8f1,600,105
4lSJg,2K4k/pr3Rpp/8/q7/8/7P/4Q1P1/8 b - - 6 46,b7f7 e2e8 f7f8 e8f8,600,118
4m7VA,1brQ2k1/5pp1/p3pn1p/1p6/6q1/1PN1Pb2/PB3P2/1B1RK3 b - - 7 30,c8d8 d1d8 f6e8 d8e8,600,102
4mCgA,4r3/p1b3kp/2P3p1/5p2/P1Q5/5B1P/5PP1/1R5K w - - 0 34,b1b7 e8e1 c4f1 e1f1,600,98
4mN7o,4r1k1/1p1q1ppp/p1prn3/4RP2/8/2N1Q3/PPP3PP/4R1K1 b - - 0 22,e6c7 e5e8 c7e8 e3e8 d7e8 e1e8,600,89
4miw9,1k6/pp5q/8/8/8/P3RP2/1P4P1/6K1 b - - 0 44,h7c7 e3e8 c7c8 e8c8,600,109
4nCnQ,4rbkr/4q1p1/p6p/1p6/5B2/3Q4/PPPN1P1P/2KR2R1 w - - 2 22,d1e1 e7e1 g1e1 e8e1,600,91
4nDar,8/p4pkp/4p1p1/3r4/8/1P3P2/P5PP/4R2K w - - 0 27,e1e2 d5d1 e2e1 d1e1,600,93
4nrtf,2RR1bk1/5p1p/5Pp1/pp1p4/3P2P1/q1P2K2/8/8 b - - 1 35,b5b4 d8f8,600,108
4o40o,2r3k1/5ppp/8/R7/1p6/3P2P1/2R2P1P/6K1 b - - 0 28,c8c2 a5a8 c2c8 a8c8,600,91
4oB5P,4r1k1/3Q1pp1/p6p/2p5/2P5/8/5nPP/5R1K w - - 5 32,f1f2 e8e1 f2f1 e1f1,600,100
4oEaO,6k1/3R4/7p/8/8/8/r5PP/6K1 w - - 0 29,g1h1 a2a1 d7d1 a1d1,600,86
4oRNM,6k1/p1p2p1p/2p2p2/8/8/2P5/PrP2PPP/3R2K1 w - - 1 20,d1d7 b2b1 d7d1 b1d1,600,100
4oX2L,2k1r3/ppp3pp/2pb4/8/4r3/1P6/PBPP3P/2K1RQ1q w - - 0 20,f1h1 e4e1 h1e1 e8e1,600,109
4olW5,1k1r3r/4R3/5Np1/pp6/8/8/P1n2PP1/2R3K1 w - - 0 36,c1c2 d8d1 e7e1 d1e1,600,105
4oxiW,r1R3k1/5ppp/p4P2/8/P4P2/8/4r1PP/2R3K1 b - - 1 26,a8c8 c1c8 e2e8 c8e8,600,107
4p42P,r5k1/5ppp/4p3/1p6/3R4/8/1PP2PPP/6K1 w - - 1 29,c2c3 a8a1 d4d1 a1d1,600,95
4pAQI,6k1/4rppp/2p5/1p6/P7/5KP1/5P1P/1R6 b - - 0 25,b5a4 b1b8 e7e8 b8e8,600,83
4pZdy,5Q1k/6pp/3q4/r1p1p1P1/Pp6/6B1/5R1P/6K1 b - - 2 35,d6f8 f2f8,600,95
4pbDP,2r3k1/2R2p1p/4p1pB/4n3/8/6PP/5PK1/1R6 b - - 0 30,c8c7 b1b8 c7c8 b8c8,600,108
4pbEj,B4k2/5b1p/P2R4/2P2p2/1r6/4p3/6PP/6K1 w - - 0 46,c5c6 b4b1 d6d1 b1d1,600,106
4pqQ0,2k5/1pp1rp2/p2p4/P4N2/1P4p1/8/6PP/2R1r2K w - - 3 33,c1e1 e7e1,600,85
4qAGa,rn1q1rk1/5ppp/p2p1bb1/1pn5/2P3P1/1PN1RN1P/PB2QP2/R5K1 b - - 4 18,f8e8 e3e8 d8e8 e2e8,600,113
4qObg,7k/6pp/2p5/R7/3P3P/6PK/8/3q4 b - - 5 50,d1d4 a5a8 d4d8 a8d8,600,97
4qTaS,2r5/5pkp/p1NQ2p1/8/4p3/1P6/P4PPP/b1B3K1 w - - 1 29,c6e7 c8c1 d6d1 c1d1,600,111
4qTt0,3r2k1/p4pp1/3r3p/2p1b3/P1P5/1R2PB1P/5PP1/1R4K1 w - - 2 24,f3e4 d6d1 b1d1 d8d1,600,103
4qUJX,2r2k2/4RN2/1p6/5pp1/8/1P3P1b/P6P/6K1 w - - 1 36,f7d6 c8c1 e7e1 c1e1,600,110
4rIF7,7k/ppp1qB1p/3p1p2/7Q/1n3P2/4rP2/PPP4P/1K1R2r1 w - - 0 22,d1g1 e3e1 g1e1 e7e1,600,83
4rRfz,8/p3bp2/5kpp/2pB4/8/2P5/PrP2PPP/3R2K1 w - - 3 29,d1d3 b2b1 d3d1 b1d1,600,90
4rxLi,5rk1/pp3ppp/2pb4/3p4/1P1p2Q1/P2P4/2PB1qPP/RN2r2K w - - 0 20,d2e1 f2e1,600,121
4s0dN,5r1k/pp4p1/4Q2p/3p4/P7/4Pr2/6PP/4Rq1K w - - 5 30,e1f1 f3f1,600,90
4srUO,5r1k/6p1/B6p/3Pp3/1P1bR3/P2Q2P1/5q1P/7K w - - 5 38,d3f1 f2f1 a6f1 f8f1,600,100
4tCGz,1r4k1/1P1p1ppp/8/3P4/8/5P2/R5PP/6K1 b - - 0 31,b8b7 a2a8 b7b8 a8b8,600,110
4tbys,3k4/1RP3p1/3K3p/p4p2/2r2p2/8/P4PPP/8 b - - 0 32,d8c8 b7b8,600,109
4tyQK,7k/1p1r1Bpp/p7/8/4R3/8/P5PP/6K1 b - - 0 26,d7f7 e4e8 f7f8 e8f8,600,95
4uNBc,8/5pkp/3pr3/5q2/8/6pP/1P4P1/5Q1K w - - 0 43,f1f5 e6e1 f5f1 e1f1,600,101
4uNYe,5r1k/pp3Qpp/8/8/3p3P/3P2P1/7K/4R3 b - - 0 31,f8f7 e1e8 f7f8 e8f8,600,109
4uQhq,7k/R6P/6K1/8/2p2p2/2P5/4p2P/8 b - - 1 60,e2e1q a7a8 e1e8 a8e8,600,106
4uke5,8/5pk1/1R4pp/P7/2r5/5NPb/P4P1P/6K1 w - - 5 36,b6b3 c4c1 f3e1 c1e1,600,86
4ulT8,2r3k1/pp3pp1/1n5p/8/3Q1PP1/5N1P/PP6/K1qR4 w - - 2 25,d1c1 c8c1,600,110
4vOL4,5rk1/4R1pp/2p2r2/1bB5/8/1P6/6PP/1N1R2K1 w - - 3 23,b1c3 f6f1 d1f1 f8f1,600,108
4w281,5r1k/6pp/p7/1p2p3/8/P1P3P1/1P4K1/3R4 b - - 1 36,f8f6 d1d8 f6f8 d8f8,600,109
4wQEX,r5k1/P1p1rppp/8/2pP4/2P5/P5P1/5P1P/1R3BK1 b - - 0 30,a8a7 b1b8 e7e8 b8e8,600,93
4wanl,4r1k1/1p3pbp/6p1/p1pP4/P1P3B1/1P6/5qPP/5R1K w - - 0 25,f1f2 e8e1 f2f1 e1f1,600,88
4wgGh,6k1/r4p1p/pb4p1/4n3/8/5P2/PB3P1P/2R3K1 b - - 3 26,e5d3 c1c8 b6d8 c8d8,600,103
4x5b3,5r1k/3Q3p/1p1b4/p1pP4/4pr2/1P5P/P5P1/2R1q2K w - - 0 33,c1e1 f4f1 e1f1 f8f1,600,104
4xUsL,5rk1/p4ppp/4b3/8/3QP3/8/4q1PP/3R3K b - - 0 30,f8c8 d4d8 c8d8 d1d8,600,101
4xtG5,r3r1k1/ppq2ppp/2p5/3p2B1/4n3/4Q2P/PPP2PP1/3RR1K1 b - - 2 18,e4g5 e3e8 a8e8 e1e8,600,101
4zFOu,1rb1r1k1/1p3ppp/p1p5/N7/PP2Q3/6PP/5P2/3R1K1R b - - 0 20,e8e4 d1d8 e4e8 d8e8,600,100
